id,y
9798,1
9799,1
9800,1
9801,0
9802,1
9803,1
9804,0
9805,1
9806,0
9807,1
9808,0
9809,0
9810,0
9811,0
9812,1
9813,1
9814,0
9815,0
9816,0
9817,1
9818,1
9819,0
9820,1
9821,1
9822,0
9823,1
9824,1
9825,0
9826,1
9827,0
9828,0
9829,1
9830,0
9831,0
9832,1
9833,0
9834,1
9835,0
9836,0
9837,0
9838,0
9839,1
9840,1
9841,1
9842,0
9843,1
9844,0
9845,1
9846,0
9847,0
9848,0
9849,0
9850,1
9851,1
9852,1
9853,1
9854,0
9855,1
9856,1
9857,1
9858,0
9859,1
9860,0
9861,1
9862,1
9863,1
9864,1
9865,0
9866,0
9867,0
9868,0
9869,1
9870,1
9871,1
9872,0
9873,0
9874,0
9875,0
9876,0
9877,0
9878,1
9879,0
9880,0
9881,1
9882,0
9883,1
9884,0
9885,0
9886,0
9887,0
9888,0
9889,0
9890,1
9891,0
9892,0
9893,1
9894,0
9895,1
9896,0
9897,1
9898,1
9899,1
9900,0
9901,1
9902,0
9903,1
9904,1
9905,1
9906,1
9907,0
9908,0
9909,0
9910,0
9911,1
9912,0
9913,1
9914,0
9915,1
9916,0
9917,1
9918,0
9919,0
9920,1
9921,1
9922,1
9923,1
9924,0
9925,1
9926,1
9927,0
9928,0
9929,1
9930,0
9931,0
9932,0
9933,1
9934,0
9935,1
9936,0
9937,1
9938,1
9939,1
9940,0
9941,0
9942,1
9943,0
9944,1
9945,1
9946,0
9947,0
9948,1
9949,1
9950,1
9951,0
9952,0
9953,0
9954,0
9955,1
9956,0
9957,0
9958,1
9959,0
9960,1
9961,1
9962,0
9963,0
9964,1
9965,0
9966,0
9967,1
9968,1
9969,0
9970,0
9971,1
9972,1
9973,0
9974,0
9975,1
9976,1
9977,1
9978,1
9979,1
9980,0
9981,0
9982,0
9983,0
9984,0
9985,1
9986,1
9987,1
9988,0
9989,0
9990,0
9991,0
9992,0
9993,1
9994,1
9995,1
9996,1
9997,0
9998,0
9999,0
